CGPA,Internships,Projects,Certifications,Aptitude_Score,Technical_Skill,Coding_Skill,Communication_Skill,Soft_Skill,Backlogs,Extracurricular_Score,Leadership_Score,LinkedIn_GitHub_Activity,Placement_Training,Gender,Branch,Placed,Package_LPA
6.58,4,2,1,67.0,5.5,10.0,4.6,6.5,0,6.9,5.6,7.7,Yes,Female,EEE,1,14.64
7.77,0,4,3,71.7,7.2,3.2,7.6,6.7,1,5.9,4.0,4.6,Yes,Male,CSE,1,5.96
7.01,2,5,1,48.1,8.2,3.8,4.1,7.4,0,7.4,3.0,4.1,Yes,Female,EEE,1,11.87
7.43,1,1,2,61.5,6.8,8.5,4.1,7.5,1,2.2,6.0,5.7,No,Female,CIVIL,0,0.0
8.68,1,4,0,51.6,7.3,2.8,6.4,5.3,1,4.6,6.8,7.3,Yes,Male,CSE,1,7.32
7.59,0,1,0,58.6,6.8,6.7,5.3,6.3,0,9.1,4.5,7.3,No,Male,CSE,0,0.0
7.45,1,3,0,43.8,6.2,4.6,5.6,6.2,1,8.1,8.7,4.2,Yes,Male,IT,1,7.57
6.04,0,2,3,57.7,7.5,2.7,6.6,6.0,0,6.8,9.7,4.0,Yes,Male,EEE,0,0.0
8.15,1,4,0,88.0,8.8,6.8,5.6,5.2,0,5.2,6.0,1.8,Yes,Male,CSE,1,11.03
8.05,1,1,0,54.0,7.6,6.9,5.0,8.3,0,7.6,4.0,6.7,Yes,Male,CSM (AI/ML),1,12.61
9.56,1,4,2,51.1,5.9,5.8,7.1,7.7,2,6.4,5.6,4.3,No,Female,IT,1,11.38
7.09,3,2,0,52.1,5.9,9.7,6.7,6.9,0,2.5,2.4,4.5,No,Male,CSE,1,13.97
7.62,1,1,0,59.0,6.0,4.3,6.5,8.2,1,7.5,3.2,9.2,No,Male,MECH,1,5.28
7.65,1,1,1,90.7,7.7,7.4,6.4,7.0,2,3.8,1.5,6.6,No,Female,CSE,0,0.0
8.98,1,0,1,84.5,5.4,6.4,5.2,5.9,3,7.0,3.7,5.9,Yes,Female,CSM (AI/ML),0,0.0
7.3,2,3,0,59.7,4.6,7.6,4.9,5.7,3,2.3,2.4,7.1,Yes,Female,CIVIL,0,0.0
7.68,0,3,0,51.7,7.0,4.8,5.9,6.8,1,8.7,6.3,8.5,Yes,Male,CSE,1,9.09
8.01,2,4,3,33.8,6.2,3.2,5.2,4.4,2,5.0,3.4,1.5,No,Female,CSM (AI/ML),0,0.0
7.59,0,1,1,47.4,8.6,4.5,6.4,7.5,2,3.3,5.6,3.9,Yes,Male,ECE,0,0.0
6.95,1,1,1,30.4,2.6,5.7,5.8,4.0,1,4.1,6.6,4.7,Yes,Male,EEE,0,0.0
7.59,0,5,0,73.8,6.5,7.1,6.4,7.8,1,4.8,7.5,2.9,Yes,Male,CSE,1,7.72
8.47,0,5,3,83.4,5.6,5.8,6.3,7.0,1,5.5,4.3,4.6,No,Male,CSM (AI/ML),1,8.28
6.37,1,4,1,56.0,7.5,6.2,9.0,9.0,0,8.1,5.7,1.6,No,Female,CSM (AI/ML),1,9.67
7.53,0,0,3,68.1,5.8,9.1,4.3,6.6,0,5.6,5.7,7.3,Yes,Female,CSE,1,12.62
6.7,2,2,2,44.6,5.3,5.8,6.1,7.2,0,1.2,7.7,4.0,No,Male,CSM (AI/ML),1,8.94
8.6,1,0,2,31.0,7.7,4.8,4.7,7.3,0,3.0,6.6,5.7,Yes,Male,IT,1,9.02
5.88,0,2,0,62.9,8.2,6.6,5.7,5.1,0,10.0,7.7,5.3,Yes,Male,CSE,0,0.0
6.84,0,4,1,68.1,6.0,2.5,5.2,4.8,1,5.8,1.5,6.5,Yes,Female,ECE,0,0.0
7.78,1,0,1,89.3,6.1,2.5,7.4,5.0,1,7.4,3.6,0.0,Yes,Male,CSM (AI/ML),0,0.0
8.97,0,3,0,95.0,8.2,5.5,4.2,6.3,0,4.9,7.2,6.2,Yes,Male,CSE,1,11.98
7.33,2,1,5,57.5,8.1,4.0,7.6,6.3,0,3.5,6.2,4.6,Yes,Male,CSM (AI/ML),0,0.0
6.84,1,2,0,76.6,7.9,4.6,7.2,6.3,1,4.5,4.7,6.1,No,Male,ECE,0,0.0
9.28,1,2,4,67.0,5.6,7.6,9.5,7.0,0,5.8,4.0,2.5,Yes,Female,CSM (AI/ML),1,12.0
5.95,1,2,0,62.0,5.1,6.8,9.1,5.3,2,4.6,6.7,6.2,Yes,Female,EEE,0,0.0
5.2,0,4,0,61.4,8.8,5.7,5.2,7.5,1,9.3,0.8,8.2,No,Male,IT,0,0.0
7.84,0,2,0,59.7,7.2,6.0,8.3,6.9,1,4.3,6.7,5.6,No,Male,CSE,0,0.0
6.9,1,2,0,60.4,5.0,5.0,5.9,8.5,0,3.4,5.2,3.6,No,Male,EEE,0,0.0
6.38,4,4,1,88.5,6.0,7.4,6.9,6.9,1,7.1,4.0,3.7,Yes,Female,CSE,1,11.64
8.11,0,3,0,65.4,6.3,7.3,9.0,6.2,1,7.4,6.1,6.5,No,Male,CSE,1,8.79
7.64,1,3,1,89.9,6.0,7.7,5.3,9.3,0,5.6,4.2,6.5,Yes,Male,CSE,0,0.0
6.84,2,4,1,47.6,5.7,7.6,6.5,6.2,1,4.3,5.1,6.0,Yes,Male,ECE,1,12.55
6.12,0,2,2,16.7,8.2,5.9,3.5,6.7,0,1.7,4.9,5.1,Yes,Male,CSE,0,0.0
8.27,1,1,0,54.6,7.0,4.5,7.7,6.9,1,7.9,6.6,5.7,Yes,Female,MECH,1,8.42
8.05,2,4,3,48.6,9.8,5.5,9.6,7.6,1,7.2,5.3,5.1,Yes,Male,CSE,1,13.07
7.3,1,1,3,38.1,8.3,6.0,7.3,6.4,0,4.6,1.0,4.3,No,Male,ECE,0,0.0
9.25,1,3,3,82.8,6.4,4.5,8.5,10.0,0,5.6,2.1,6.9,Yes,Female,EEE,0,0.0
6.33,1,1,1,40.6,8.5,8.9,8.1,5.5,1,5.0,2.7,5.9,No,Female,CSE,1,12.98
5.87,0,2,0,71.3,6.8,8.9,5.3,8.4,0,8.8,6.0,8.2,No,Male,ECE,0,0.0
6.71,0,4,1,94.2,10.0,5.6,6.9,4.3,2,3.4,6.2,7.8,Yes,Male,CSE,0,0.0
7.35,2,2,2,43.6,5.7,7.8,7.1,4.9,0,4.3,8.5,5.8,Yes,Female,CSE,0,0.0
7.64,0,6,2,58.3,6.9,6.9,4.7,4.1,1,4.1,2.9,6.6,Yes,Male,MECH,1,11.57
7.16,3,3,1,83.6,5.2,4.9,8.6,5.0,4,6.1,7.7,3.0,Yes,Female,CSM (AI/ML),0,0.0
7.75,2,4,1,55.4,5.6,6.6,5.6,4.0,2,5.6,0.9,5.0,No,Male,MECH,0,0.0
6.15,3,6,1,67.3,5.7,4.3,6.1,6.5,1,5.9,5.0,6.0,Yes,Male,CSE,0,0.0
8.84,0,2,3,72.2,8.2,4.1,6.0,5.0,1,3.7,5.5,1.6,Yes,Male,CSM (AI/ML),1,9.35
7.32,0,2,1,64.8,6.5,6.7,6.5,8.4,1,8.5,5.5,6.2,Yes,Male,CSE,0,0.0
8.52,0,2,1,54.8,2.3,6.7,10.0,7.0,3,4.6,4.3,3.0,No,Male,ECE,0,0.0
7.74,3,1,1,49.5,6.3,10.0,5.5,6.4,0,7.9,5.2,3.2,Yes,Female,CSM (AI/ML),1,14.86
7.86,0,2,2,44.5,4.6,5.5,4.1,6.7,1,10.0,2.4,4.0,No,Male,CSE,0,0.0
7.97,2,0,0,71.5,5.5,4.8,6.6,7.2,0,3.8,6.8,5.1,Yes,Female,ECE,0,0.0
7.85,1,2,2,51.5,8.0,7.6,5.1,8.0,1,6.2,5.5,2.1,No,Female,CSE,1,14.1
8.04,0,4,4,81.1,4.1,5.8,5.8,5.6,0,5.2,5.8,7.2,No,Male,MECH,1,8.51
8.73,1,4,1,87.4,4.2,4.6,7.3,5.3,2,9.6,4.4,5.6,No,Female,ECE,1,8.47
7.6,1,1,2,43.5,3.5,4.7,4.8,6.9,2,4.9,4.3,9.6,No,Female,EEE,0,0.0
8.11,0,4,1,73.8,5.6,5.5,5.9,8.5,1,6.0,6.1,5.9,Yes,Male,MECH,0,0.0
7.31,0,4,0,94.9,3.5,7.8,6.8,4.4,0,6.0,8.3,6.5,No,Male,CSE,1,8.22
8.84,1,2,5,48.3,3.6,6.6,5.2,6.9,0,5.3,2.1,3.2,No,Female,CSM (AI/ML),1,9.44
6.72,1,5,0,81.2,5.8,4.2,6.3,8.1,2,7.0,2.0,2.5,Yes,Female,CSE,0,0.0
9.2,0,1,0,71.0,6.7,9.3,6.8,7.2,0,5.7,5.6,6.6,Yes,Female,CSE,0,0.0
7.36,2,2,2,77.4,4.7,4.1,6.2,6.8,1,6.5,4.3,2.7,Yes,Female,CSE,1,5.47
5.97,0,2,3,49.9,6.8,4.4,6.6,7.1,1,5.9,5.3,6.7,No,Female,ECE,1,5.62
7.53,2,2,2,92.5,6.4,8.0,6.9,8.8,0,4.3,5.0,9.1,Yes,Male,CSM (AI/ML),1,10.8
6.72,1,2,1,51.3,7.1,8.6,5.4,7.4,0,5.0,6.3,7.4,No,Female,CSE,1,11.3
8.24,4,1,0,72.3,4.5,6.5,4.2,4.1,0,6.6,4.4,6.5,No,Female,CSE,1,10.69
6.75,1,0,1,61.0,9.4,3.3,4.8,6.2,2,6.6,2.5,5.8,Yes,Female,CSE,0,0.0
6.95,0,1,2,70.6,4.4,6.0,4.6,6.4,2,8.0,3.3,4.3,No,Male,CSM (AI/ML),0,0.0
5.51,3,3,2,46.3,5.2,3.2,8.2,7.7,1,9.2,4.7,4.9,No,Female,EEE,1,3.83
6.95,2,5,1,42.4,7.0,10.0,3.8,6.4,0,4.5,2.4,3.9,Yes,Female,EEE,0,0.0
4.98,1,3,3,66.6,6.4,6.3,7.3,6.3,0,5.8,4.9,2.2,No,Female,CSM (AI/ML),1,7.64
5.82,0,4,1,56.1,7.6,7.3,5.4,6.4,2,5.1,5.1,5.3,No,Male,MECH,0,0.0
8.16,4,0,1,55.6,5.7,5.1,8.0,6.6,0,3.3,4.2,7.7,No,Female,CSM (AI/ML),1,9.14
8.19,2,2,0,70.7,4.2,9.2,5.8,6.2,0,6.6,5.4,2.2,Yes,Male,ECE,0,0.0
7.83,0,3,3,38.1,3.8,4.8,6.4,5.7,0,7.1,1.6,8.4,Yes,Female,CSE,0,0.0
6.43,1,2,6,81.3,9.0,4.2,7.2,6.1,0,3.3,3.0,8.0,No,Male,CSE,1,8.8
7.35,0,4,4,63.9,5.7,6.4,8.3,6.7,0,4.8,2.6,6.1,Yes,Male,MECH,0,0.0
7.4,1,5,2,74.2,5.9,7.5,5.5,7.2,0,4.6,6.8,6.1,Yes,Male,IT,1,11.17
6.24,1,2,1,70.4,9.1,9.8,5.5,10.0,1,2.5,9.8,4.8,No,Male,EEE,1,14.64
8.9,1,1,0,71.3,5.4,8.9,7.2,4.4,0,5.4,3.2,5.3,Yes,Female,CSE,1,12.01
8.28,0,2,0,42.8,6.2,8.1,4.0,7.1,0,3.2,4.5,4.1,Yes,Male,CSE,1,13.67
7.18,0,1,2,80.6,4.5,4.5,3.8,8.4,0,5.8,3.5,5.3,No,Male,CSM (AI/ML),0,0.0
7.43,1,2,4,66.4,4.1,4.5,7.0,5.2,0,6.0,5.5,5.5,Yes,Female,MECH,0,0.0
7.61,1,1,1,54.4,9.2,4.1,7.4,7.3,0,6.3,3.7,9.5,Yes,Female,CSE,0,0.0
5.36,0,3,2,60.0,9.2,5.5,6.9,5.8,0,6.4,5.6,6.5,No,Female,MECH,1,7.27
7.15,2,0,1,67.8,7.8,2.2,6.3,5.6,0,8.6,6.4,4.7,No,Male,ECE,0,0.0
6.72,2,3,2,64.9,7.8,8.4,5.6,5.3,1,3.9,2.4,5.0,No,Female,MECH,1,11.39
6.4,1,4,0,71.6,7.4,3.9,8.8,6.2,0,4.0,5.6,3.6,No,Male,ECE,1,7.1
7.12,1,3,0,88.5,5.0,3.6,9.0,6.1,0,6.8,1.2,3.9,Yes,Female,ECE,1,4.48
9.2,2,1,3,45.4,6.7,5.0,6.6,7.4,2,5.2,4.5,7.3,Yes,Female,CSE,1,8.86
8.04,2,1,0,74.0,5.4,3.2,5.4,4.3,0,7.8,4.3,4.1,No,Female,MECH,0,0.0
6.83,2,1,2,60.3,2.1,7.0,4.9,7.5,0,6.6,4.5,3.8,Yes,Male,CIVIL,0,0.0
7.97,3,5,2,80.3,8.0,4.0,7.0,7.5,0,9.3,4.3,3.8,No,Female,CIVIL,1,11.35
8.8,1,2,1,88.0,7.1,6.8,4.6,6.7,0,5.3,4.0,3.5,Yes,Female,CSE,1,11.87
8.32,2,1,2,65.1,4.1,7.6,4.6,9.5,0,2.5,4.4,7.8,Yes,Male,EEE,0,0.0
7.46,2,2,0,71.9,5.6,4.8,5.7,8.0,0,6.2,5.5,5.5,Yes,Male,IT,1,7.55
6.75,1,2,3,81.5,7.9,4.4,7.2,5.6,0,5.4,5.6,4.6,Yes,Female,ECE,0,0.0
8.1,1,3,5,78.0,6.4,4.3,8.6,4.6,1,6.6,5.2,5.3,No,Male,CSE,0,0.0
7.79,2,1,3,82.1,3.5,3.7,6.8,5.3,0,6.8,3.8,5.7,Yes,Female,CIVIL,1,7.49
8.3,2,1,1,57.2,4.3,5.0,7.1,5.5,1,4.4,7.3,3.5,Yes,Female,CSE,1,8.23
8.04,2,1,0,53.7,9.2,5.9,7.9,3.7,0,3.5,8.2,2.0,Yes,Female,CSE,1,12.08
8.45,0,3,2,43.8,6.3,3.2,7.7,7.0,1,5.2,2.3,8.3,Yes,Male,CSM (AI/ML),1,5.89
6.86,0,3,0,58.9,7.9,4.6,5.6,4.5,1,0.7,5.3,7.5,Yes,Male,CSE,0,0.0
8.72,0,4,0,60.7,9.1,6.1,7.7,6.6,0,5.7,4.0,6.1,Yes,Male,CSE,1,11.41
7.6,2,0,2,59.7,5.5,5.9,7.9,7.6,1,4.7,6.9,7.3,No,Female,ECE,0,0.0
9.48,0,0,0,69.9,6.8,1.0,6.9,8.3,0,7.2,5.0,9.6,No,Female,ECE,1,4.72
6.71,0,1,2,70.3,3.1,7.0,6.6,5.9,1,1.5,5.1,4.0,No,Female,CIVIL,0,0.0
9.14,1,3,3,61.0,5.2,8.2,7.3,5.3,0,5.5,6.0,2.6,No,Male,EEE,1,12.94
7.6,2,5,1,67.5,7.1,4.7,7.1,8.2,1,8.7,4.4,6.7,Yes,Female,CIVIL,1,10.29
6.75,2,1,1,75.2,5.9,2.5,3.6,8.4,2,6.9,8.5,1.8,No,Male,CSM (AI/ML),0,0.0
6.92,1,2,3,49.2,6.9,4.3,7.0,7.3,0,7.5,6.1,5.3,Yes,Female,CSM (AI/ML),1,8.66
7.08,0,2,1,76.9,7.7,4.3,8.2,5.3,1,6.2,7.0,4.5,Yes,Male,ECE,1,7.98
7.82,1,0,4,52.2,7.1,8.1,7.9,4.5,1,2.2,4.5,6.7,Yes,Male,EEE,1,11.45
7.92,0,0,1,85.0,6.7,3.7,7.0,7.9,0,5.8,4.7,4.1,Yes,Male,ECE,0,0.0
6.83,0,0,6,64.7,6.5,5.1,6.6,6.2,0,6.3,6.7,8.0,Yes,Female,CSE,0,0.0
7.38,0,1,2,63.0,5.3,9.0,5.8,8.0,1,3.3,6.5,3.5,Yes,Female,CSM (AI/ML),0,0.0
9.54,1,2,4,33.4,4.7,6.1,6.2,5.4,2,5.2,2.4,6.8,No,Male,CSM (AI/ML),1,7.29
9.13,1,1,2,72.5,8.4,6.2,7.5,7.9,0,0.0,5.3,3.7,No,Male,CSE,1,11.87
7.84,1,3,0,63.5,7.5,5.6,7.0,8.3,0,4.8,6.0,6.5,Yes,Male,CIVIL,1,8.86
7.44,1,6,4,64.8,4.9,7.7,7.8,6.0,1,4.6,4.7,2.9,Yes,Male,ECE,1,13.02
7.52,2,2,1,60.5,6.3,6.6,5.6,6.7,0,8.3,5.8,5.1,Yes,Female,MECH,1,9.85
8.01,1,2,1,72.0,4.0,9.3,8.0,4.7,0,4.3,4.8,8.2,Yes,Male,CSE,0,0.0
6.38,2,2,5,75.2,5.4,9.5,5.5,4.7,0,5.0,0.3,5.5,Yes,Female,ECE,1,12.01
7.14,1,1,0,69.7,7.1,6.4,6.7,6.7,0,5.3,2.2,7.9,No,Female,IT,1,11.07
5.73,3,1,1,83.1,6.6,5.7,5.6,5.5,0,4.3,7.0,5.1,Yes,Male,CSE,1,8.25
7.8,0,3,0,50.5,6.4,6.1,6.3,6.6,0,6.9,4.5,4.0,Yes,Female,CSM (AI/ML),0,0.0
8.05,1,1,1,52.5,4.8,4.7,9.5,6.5,0,1.5,5.4,5.6,No,Female,CSM (AI/ML),1,6.97
6.92,1,0,1,68.5,4.5,6.1,7.2,7.2,0,7.8,5.0,6.6,Yes,Female,CSM (AI/ML),0,0.0
8.97,0,2,5,72.6,7.7,3.1,6.7,7.0,0,5.5,3.3,0.8,Yes,Male,ECE,1,9.79
6.17,2,1,2,70.3,8.9,4.4,8.5,7.6,0,8.1,4.0,6.4,Yes,Male,CSM (AI/ML),1,8.78
5.94,1,2,4,41.4,7.1,7.3,2.6,6.6,0,0.0,5.7,3.0,Yes,Female,EEE,0,0.0
7.62,0,2,1,42.8,5.9,6.8,6.2,6.7,0,0.6,5.9,2.5,No,Male,ECE,0,0.0
8.45,1,5,3,59.0,8.2,5.6,5.7,6.3,0,4.9,9.6,6.4,No,Female,CSE,1,13.46
9.08,0,2,0,33.4,4.9,6.6,5.1,7.8,0,6.5,4.0,8.3,Yes,Male,IT,0,0.0
6.94,0,0,0,66.2,7.9,8.7,4.1,8.9,0,4.4,8.5,5.7,Yes,Male,CSE,0,0.0
8.48,0,5,3,60.8,5.2,5.1,6.1,7.3,0,6.7,3.2,2.1,No,Female,ECE,0,0.0
7.36,0,2,2,47.4,5.3,3.1,7.4,7.0,0,7.5,6.0,3.7,Yes,Male,CSE,0,0.0
7.23,2,1,0,53.2,5.7,7.0,6.2,6.0,0,6.8,5.4,4.2,Yes,Male,CIVIL,0,0.0
8.28,2,4,3,63.8,6.0,6.8,7.6,6.6,0,5.7,4.7,5.7,No,Male,IT,0,0.0
8.05,2,4,2,38.1,7.7,7.2,6.5,5.7,0,5.7,5.0,5.0,No,Male,CSM (AI/ML),1,14.51
5.82,0,4,2,52.3,4.1,3.5,8.1,5.4,0,4.3,3.7,6.3,No,Male,CSE,0,0.0
8.88,2,5,2,57.8,5.2,2.9,5.6,6.0,0,5.4,6.9,7.5,No,Female,MECH,1,5.7
8.78,0,3,3,57.2,6.5,6.3,3.6,8.8,1,3.5,3.2,6.0,Yes,Female,CSE,1,11.63
6.77,1,0,1,57.7,7.1,6.2,4.0,6.2,0,3.9,5.7,7.3,No,Male,EEE,0,0.0
7.8,2,0,1,83.7,3.5,5.1,5.7,8.6,0,6.5,6.6,4.6,Yes,Female,CIVIL,0,0.0
7.89,1,4,4,77.2,4.9,8.5,5.1,4.9,0,4.6,7.9,10.0,Yes,Female,ECE,1,11.87
7.66,1,6,1,51.7,3.4,5.8,5.5,6.5,0,4.0,7.0,6.5,Yes,Female,CIVIL,1,7.96
6.85,3,2,3,45.4,5.1,8.1,8.1,7.3,0,6.4,6.2,6.8,Yes,Female,CSE,1,11.67
6.73,0,0,4,55.4,5.5,7.5,4.1,7.4,0,6.3,3.7,9.2,Yes,Male,CIVIL,1,9.5
7.37,2,1,1,81.6,7.0,3.7,8.7,4.8,1,5.1,3.3,5.4,Yes,Male,CSE,1,5.23
8.57,2,1,2,28.0,2.5,4.1,5.2,4.6,4,5.2,2.6,3.7,Yes,Male,CSE,0,0.0
7.94,1,3,2,63.3,7.2,3.4,4.5,7.2,0,6.3,2.4,8.2,Yes,Female,CIVIL,0,0.0
7.03,1,1,0,57.1,5.4,6.6,6.2,5.5,0,7.4,5.0,8.3,Yes,Female,ECE,0,0.0
8.17,2,1,1,81.2,5.7,6.0,8.6,7.2,0,5.9,3.5,5.6,Yes,Female,MECH,1,8.8
4.55,2,0,1,77.7,7.8,8.4,5.3,8.3,0,3.1,7.5,9.2,Yes,Female,MECH,0,0.0
8.55,1,2,0,38.5,8.4,6.9,5.5,5.4,1,5.1,3.8,5.0,Yes,Male,EEE,1,10.1
5.66,0,0,1,81.1,5.2,3.3,5.6,5.6,0,4.7,5.2,7.3,Yes,Female,CSE,0,0.0
7.04,1,6,2,24.7,5.1,4.9,8.1,3.5,1,3.4,4.4,8.7,Yes,Male,EEE,0,0.0
6.28,0,1,1,71.8,5.6,1.8,5.7,7.4,0,6.5,2.1,5.4,Yes,Female,CSE,0,0.0
6.11,1,4,4,73.2,5.1,6.4,7.1,9.3,0,6.6,7.3,6.3,Yes,Male,CSE,0,0.0
8.56,2,6,2,89.0,3.9,10.0,6.6,4.6,1,7.0,6.5,7.6,Yes,Male,EEE,1,14.1
6.93,1,0,1,65.6,6.1,6.0,6.2,8.0,1,3.5,6.7,4.4,No,Male,CIVIL,0,0.0
7.75,2,3,2,51.4,5.1,6.2,5.7,8.2,1,5.8,6.2,3.3,Yes,Female,MECH,1,10.73
7.35,1,0,1,45.9,6.4,5.8,9.4,7.4,2,5.5,3.4,8.3,No,Female,CSM (AI/ML),0,0.0
7.88,0,2,2,85.4,8.9,6.5,10.0,5.5,0,6.1,3.4,5.9,No,Male,MECH,1,11.63
7.48,1,1,0,89.2,6.0,5.5,5.1,6.0,0,5.8,5.9,4.0,Yes,Male,IT,1,6.64
6.12,1,1,3,54.8,5.0,7.0,4.8,7.1,0,5.5,8.2,5.4,Yes,Male,CSM (AI/ML),1,7.55
8.4,2,2,0,62.4,5.8,4.3,6.5,7.0,1,5.2,5.8,6.4,Yes,Male,CSE,0,0.0
6.91,1,0,0,83.8,6.4,4.4,3.0,5.9,2,7.7,7.1,1.6,Yes,Male,CSE,0,0.0
5.84,2,1,1,74.3,5.9,3.3,6.5,6.9,0,3.8,3.9,6.8,No,Female,CSM (AI/ML),0,0.0
6.97,2,1,2,59.0,5.3,5.7,9.4,5.8,0,5.2,7.3,6.1,No,Female,CSE,0,0.0
8.9,1,4,1,49.8,3.5,3.7,5.5,6.1,0,7.7,4.1,9.0,Yes,Female,ECE,0,0.0
8.25,0,3,2,48.5,7.2,8.6,8.0,6.0,0,3.9,5.5,4.7,Yes,Male,MECH,0,0.0
7.05,1,0,1,77.3,4.8,5.0,8.6,7.8,0,4.0,4.2,8.4,Yes,Female,ECE,0,0.0
7.05,0,6,0,56.1,8.5,2.1,5.1,4.3,1,7.0,6.9,5.1,Yes,Male,IT,0,0.0
7.08,1,2,0,55.5,5.6,3.6,6.7,7.2,0,2.7,6.9,5.5,Yes,Male,ECE,0,0.0
9.48,0,1,1,71.8,5.4,6.1,6.9,6.8,0,6.8,1.9,5.8,Yes,Male,CSE,0,0.0
7.78,0,2,2,63.3,5.4,7.0,7.5,3.1,1,4.5,7.8,10.0,Yes,Female,ECE,1,9.45
7.83,2,2,2,68.2,6.4,6.5,7.6,7.5,0,6.3,10.0,2.3,No,Female,IT,1,9.56
8.43,2,2,2,56.8,4.8,4.2,8.1,7.7,3,3.1,4.3,6.3,No,Female,CSE,0,0.0
7.64,2,3,1,56.2,5.1,4.7,5.2,5.7,1,7.9,4.7,5.3,Yes,Male,CSE,1,6.51
7.14,0,0,1,50.2,7.2,4.5,6.7,7.0,0,3.1,7.6,5.1,Yes,Female,EEE,1,5.45
7.2,1,1,1,73.3,4.6,6.9,8.6,6.7,0,6.9,5.1,6.5,Yes,Female,CSM (AI/ML),0,0.0
7.33,2,2,0,63.4,7.1,6.0,8.8,9.4,1,3.1,5.0,7.7,No,Male,MECH,1,9.12
7.36,1,3,0,66.7,7.5,4.9,6.7,7.0,0,9.1,9.0,6.4,Yes,Male,CSM (AI/ML),1,9.82
8.13,2,2,0,45.7,7.3,4.5,5.6,6.4,0,5.4,2.2,8.0,Yes,Female,MECH,0,0.0
7.45,0,1,2,73.1,6.6,4.8,8.0,7.8,0,9.4,3.3,4.6,No,Female,ECE,1,7.83
8.13,1,3,0,67.0,3.3,5.8,7.2,8.6,0,3.9,5.9,5.1,Yes,Female,CSE,1,5.34
7.32,0,1,2,73.7,4.3,8.3,7.2,9.2,2,4.6,1.6,2.9,Yes,Male,CSM (AI/ML),0,0.0
7.48,1,2,2,67.5,4.0,6.2,7.6,5.5,1,7.9,4.2,9.8,No,Male,CSM (AI/ML),0,0.0
5.4,1,6,1,66.6,5.6,5.2,5.0,6.9,0,2.6,4.2,4.8,Yes,Female,MECH,0,0.0
8.32,0,3,4,32.9,6.2,5.0,7.7,5.4,2,4.1,7.0,4.5,No,Female,EEE,1,5.03
7.75,0,0,1,80.2,4.3,9.0,6.6,9.5,0,6.5,6.5,6.6,No,Male,MECH,1,8.23
8.4,0,2,3,40.9,5.9,7.4,8.1,6.4,0,3.5,1.5,7.7,Yes,Female,CSM (AI/ML),0,0.0
4.5,1,4,2,78.6,7.3,7.7,6.4,7.6,1,6.5,3.5,3.6,No,Male,EEE,0,0.0
9.49,0,0,1,60.8,4.6,7.2,7.3,6.1,0,5.8,3.6,7.9,Yes,Male,CSE,0,0.0
7.26,1,3,5,36.3,4.9,5.7,7.1,7.0,1,2.5,4.5,4.5,No,Male,CSE,0,0.0
8.51,3,3,5,60.6,8.1,8.1,5.6,3.8,2,7.4,2.7,8.5,Yes,Female,CSM (AI/ML),1,16.08
6.36,0,3,0,38.0,4.7,3.0,5.0,7.8,1,3.0,5.9,4.0,No,Male,MECH,0,0.0
8.01,0,2,3,79.7,6.7,8.7,7.6,8.1,1,7.0,3.5,6.9,No,Female,ECE,1,13.14
6.35,0,3,2,53.7,8.2,7.2,5.1,5.5,1,5.8,6.2,5.3,No,Female,CSM (AI/ML),0,0.0
6.78,3,0,1,45.3,4.3,6.7,5.9,3.8,0,4.6,5.0,2.6,No,Female,CIVIL,0,0.0
9.31,1,3,3,72.6,4.4,4.4,5.9,8.4,0,3.3,3.0,1.9,Yes,Male,ECE,1,9.01
7.21,0,1,2,61.3,5.8,7.6,7.0,8.2,1,6.2,7.9,3.5,Yes,Female,ECE,1,7.95
7.62,0,5,2,70.3,6.3,8.0,7.4,7.4,0,3.8,8.0,7.5,Yes,Female,IT,1,13.31
8.27,1,1,1,60.2,5.2,4.5,4.1,6.0,0,7.9,5.6,0.7,Yes,Male,ECE,1,7.76
7.9,1,6,2,80.5,9.4,4.5,5.3,5.9,0,8.0,4.5,6.0,Yes,Male,MECH,0,0.0
7.55,2,4,0,55.6,7.1,3.8,5.2,8.2,0,8.8,2.8,5.8,No,Female,CSM (AI/ML),0,0.0
7.76,1,2,1,36.8,4.9,6.8,6.1,5.9,0,6.1,7.2,1.3,Yes,Male,CSE,0,0.0
9.8,1,2,3,44.5,4.0,5.6,3.4,6.5,0,4.7,6.7,3.4,Yes,Male,MECH,1,10.02
7.34,2,0,1,69.0,6.1,9.8,8.1,6.3,0,4.9,3.3,3.4,No,Female,IT,1,11.05
7.6,3,3,3,51.5,6.9,2.9,6.5,6.8,1,4.8,3.6,5.3,Yes,Female,CSM (AI/ML),1,7.03
8.45,2,1,1,82.5,9.1,4.1,6.2,6.1,1,6.0,6.0,8.6,No,Male,ECE,1,10.63
8.51,1,3,2,43.3,6.3,5.8,7.5,6.3,1,6.4,2.5,7.7,Yes,Male,CSM (AI/ML),1,8.23
8.59,2,2,0,78.3,5.8,7.1,7.2,8.8,0,8.0,3.7,4.4,Yes,Male,IT,1,13.84
8.04,1,2,0,55.1,4.6,7.0,7.2,7.0,0,5.5,2.8,3.3,No,Male,CIVIL,1,8.94
6.26,0,1,0,82.9,6.8,6.0,6.4,6.8,0,2.7,2.9,1.6,Yes,Male,CSE,1,8.43
